subst.;1106;expérience;;
subst.;1106;port;;
verbe;1105;accomplir;;
adv.;1105;avec;;
verbe;1103;résoudre;;
verbe;1100;plonger;;
subst.;1099;goutte;;
pron.;1099;mien;;
subst.;1098;chant;;
verbe;1095;détruire;;
subst.;1087;combat;;
subst.;1086;personnage;;
subst.;1085;aventure;;
verbe;1085;intéresser;;
verbe;1084;disposer;;
subst.;1081;absence;;
subst.;1079;machine;;
pron.;1078;aucun;;
subst.;1077;chaîne;;
subst.;1076;honte;;
adj.;1075;fait;;
verbe;1075;lisser;;
subst.;1072;faim;;
subst.;1072;plaine;;
verbe;1071;verser;;
subst.;1066;pointe;;
verbe;1065;obéir;;
subst.;1065;preuve;;
adj.;1063;éternel;;
verbe;1062;lutter;;
verbe;1061;prétendre;;
subst.;1060;bataille;;
verbe;1060;construire;;
subst.;1060;énergie;;
subst.;1055;victime;;
adj.;1053;sauvage;;
verbe;1052;soumettre;;
subst.;1052;usage;;
verbe;1050;peser;;
adj.;1046;double;;
subst.;1045;tache;;
adv.;1044;guère;;
subst.;1043;hauteur;;
verbe;1043;troubler;;
adj.;1039;tendre;;
subst.;1037;beau;;
subst.;1037;curiosité;;
verbe;1032;répandre;;
subst.;1031;glace;;
verbe;1031;résister;;
subst.;1027;froid;;
subst.;1024;prison;;
subst.;1023;étage;;
subst.;1022;billet;;
adj.;1022;droit;;
adj.;1022;sérieux;;
verbe;1021;protéger;;
subst.;1019;pauvre;;
subst.;1019;rose;;
verbe;1016;enfermer;;
subst.;1014;attitude;;
adj.;1014;dur;;
subst.;1012;mode;;
adj.;1010;neuf;;
subst.;1006;crainte;;
verbe;1006;creuser;;
verbe;1006;grandir;;
verbe;1004;enfoncer;;
subst.;1003;vêtement;;
verbe;1001;envelopper;;
adj.;1000;vague;;
verbe;999;prévenir;;
subst.;998;violence;;
verbe;996;inspirer;;
adj.;993;inutile;;
adj.;992;content;;
subst.;992;courant;;
subst.;992;folie;;
subst.;992;pitié;;
subst.;988;intention;;
verbe;988;ramasser;;
verbe;987;endormir;;
verbe;986;inventer;;
subst.;985;trace;;
subst.;980;toile;;
verbe;977;presser;;
verbe;976;confier;;
verbe;976;effacer;;
verbe;973;reculer;;
verbe;973;user;;
subst.;972;blanc;;
verbe;971;nourrir;;
adj.;970;dangereux;;
subst.;967;poésie;;
prép.;35915;sans;;
subst.;962;sommet;;
verbe;961;remplacer;;
verbe;960;souhaiter;;
subst.;956;avance;;
subst.;955;autorité;;
adj.;954;épais;;
subst.;953;inquiétude;;
subst.;952;choix;;
subst.;951;tombe;;
subst.;950;marchand;;
adj.;949;nombreux;;
adj.;948;muet;;
verbe;947;signer;;
adv.;946;absolument;;
subst.;944;cercle;;
verbe;944;interroger;;
verbe;942;dominer;;
subst.;940;défaut;;
subst.;938;enfance;;
prép.;3134;selon;;
subst.;937;faveur;;
adj.;937;réel;;
verbe;934;commander;;
verbe;934;supposer;;
verbe;933;dépasser;;
adj.;930;sourd;;
adj.;929;cruel;;
subst.;928;dimanche;;
subst.;928;erreur;;
subst.;927;cerveau;;
verbe;926;accuser;;
subst.;924;arrivée;;
adv.;924;rapidement;;
subst.;922;vol;;
verbe;921;habiller;;
verbe;920;condamner;;
adv.;918;lors;;
conj.;24024;si;;
verbe;918;menacer;;
subst.;918;seuil;;
verbe;916;écraser;;
subst.;915;perte;;
adj.;914;troisième;;
subst.;913;chance;;
adj.;906;vieil;;
pron.;905;même;;
verbe;902;céder;;
subst.;901;douceur;;
adj.;901;droite;;
subst.;900;vide;;
adv.;899;autrement;;
adj.;899;drôle;;
subst.;899;ruine;;
verbe;898;écarter;;
subst.;898;rang;;
verbe;897;réclamer;;
conj.;2297;soit;;
subst.;896;chiffre;;
adj.;892;voisin;;
adj.;890;militaire;;
subst.;884;roche;;
subst.;883;distance;;
subst.;882;apparence;;
verbe;881;dessiner;;
verbe;877;conclure;;
dét.;181161;son;;
subst.;877;françois;;
verbe;877;lier;;
subst.;876;discussion;;
verbe;873;admettre;;
subst.;873;banc;;
subst.;873;terreur;;
verbe;872;attaquer;;
subst.;872;vers;;
verbe;871;respecter;;
adj.;869;rose;;
adj.;869;silencieux;;
adj.;868;anglais;;
subst.;868;course;;
subst.;865;portier;;
subst.;861;chat;;
verbe;860;pendre;;
verbe;859;supporter;;
prép.;15944;sous;;
subst.;856;tempête;;
adv.;855;parfaitement;;
subst.;855;paysage;;
subst.;855;quart;;
verbe;853;figurer;;
verbe;851;profiter;;
verbe;847;accrocher;;
verbe;843;calmer;;
verbe;843;satisfaire;;
subst.;842;public;;
subst.;838;race;;
verbe;838;valoir;;
subst.;837;barbe;;
verbe;836;signifier;;
subst.;835;couche;;
verbe;834;inquiéter;;
prép.;80180;sur;;
subst.;833;colon;;
adv.;833;désormais;;
adj.;831;fidèle;;
verbe;829;assister;;
subst.;829;rideau;;
verbe;828;inviter;;
verbe;827;déchirer;;
subst.;824;fatigue;;
verbe;824;risquer;;
subst.;823;règle;;
conj.;3189;tandis que;;
adj.;822;gauche;;
verbe;822;parcourir;;
adj.;822;présent;;
verbe;821;rejeter;;
subst.;820;naissance;;
dét.;5505;tel;;
subst.;818;loup;;
verbe;816;renoncer;;
adv.;815;complètement;;
adj.;814;extraordinaire;;
verbe;810;veiller;;
verbe;806;transformer;;
verbe;805;tracer;;
subst.;804;chute;;
adj.;803;divers;;
subst.;802;résistance;;
verbe;801;contenter;;
subst.;800;chemise;;
adj.;800;mince;;
adv.;800;naturellement;;
subst.;799;siège;;
subst.;797;as;;
subst.;797;patron;;
subst.;796;calme;;
verbe;795;mériter;;
subst.;795;printemps;;
subst.;793;angoisse;;
verbe;791;précipiter;;
verbe;791;rompre;;
dét.;15513;ton;;
subst.;788;habitant;;
verbe;784;caresser;;
subst.;784;métier;;
verbe;783;étouffer;;
verbe;782;animer;;
subst.;782;note;;
adj.;781;passé;;
adj.;779;fine;;
dét.;12051;tout;;
adj.;779;fixe;;
verbe;778;casser;;
subst.;777;fusil;;
adj.;774;rond;;
subst.;771;agent;;
verbe;763;fonder;;
subst.;760;roman;;
verbe;759;franchir;;
subst.;759;plante;;
verbe;754;abattre;;
verbe;754;discuter;;
verbe;748;fatiguer;;
adj.;746;humide;;
subst.;746;réflexion;;
verbe;745;consentir;;
subst.;740;accent;;
adj.;738;curieux;;
subst.;735;repas;;
subst.;731;étendue;;
verbe;731;regretter;;
verbe;730;joindre;;
adv.;730;profondément;;
subst.;729;secours;;
subst.;728;commencement;;
subst.;724;corde;;
subst.;720;secrétaire;;
verbe;720;vaincre;;
subst.;718;saison;;
adj.;715;précieux;;
dét.;419564;un;;
adj.;714;précis;;
verbe;712;consulter;;
verbe;709;haïr;;
verbe;701;repousser;;
subst.;700;paupière;;
adv.;696;certainement;;
subst.;695;tapis;;
adj.;694;noire;;
subst.;691;chasse;;
verbe;690;exécuter;;
adj.;690;nerveux;;
adj.;689;commun;;
verbe;689;exposer;;
subst.;686;clef;;
adj.;684;claire;;
verbe;683;voyager;;
adj.;680;haute;;
verbe;680;renverser;;
subst.;677;sueur;;
adj.;676;âgé;;
prép.;12781;vers;;
subst.;675;ferme;;
verbe;675;rassurer;;
verbe;674;retomber;;
verbe;672;décrire;;
verbe;670;mentir;;
subst.;669;instinct;;
verbe;667;armer;;
subst.;667;paquet;;
subst.;666;drame;;
adj.;664;absolu;;
subst.;661;savoir;;
subst.;660;mine;;
subst.;660;vision;;
verbe;659;étaler;;
subst.;658;sentier;;
subst.;657;demain;;
adv.;655;beau;;
adj.;652;blond;;
verbe;651;essuyer;;
subst.;650;planche;;
verbe;650;précéder;;
subst.;649;dehors;;
subst.;647;salut;;
subst.;646;tâche;;
verbe;644;désigner;;
adj.;643;fin;;
subst.;642;abri;;
prép.;3191;voici;;
verbe;641;détacher;;
prép.;6054;voilà;;
verbe;638;recueillir;;
subst.;636;rencontre;;
verbe;634;croiser;;
verbe;633;entretenir;;
subst.;633;rouge;;
subst.;627;professeur;;
verbe;627;surveiller;;
adj.;627;visible;;
adj.;625;perdu;;
dét.;19942;votre;;
verbe;622;réserver;;
adv.;620;bas;;
subst.;618;lien;;
subst.;615;queue;;
subst.;608;bande;;
verbe;608;confondre;;
subst.;605;grain;;
subst.;603;mensonge;;
verbe;602;dégager;;
